trip_id,utility
744822125,3.90144534875522
744822125,4.2967687604495275
744822125,3.4534853803402474
744822125,4.310177313415805
744822125,4.161494785524585
744822125,8.083614156009613
744822125,6.517222790760178
744822125,9.923217924225792
744822125,8.055088356577707
744822125,11.80863435156033
744822125,10.998531588832337
744822125,7.672370358617412
744822125,5.366187615449972
744822125,6.743880439676247
744822125,6.664161178925124
744822125,7.783109554269153
744822125,9.22985221866469
744822125,8.597035918376832
744822125,9.228277741204613
744822125,11.013436731896554
744822125,11.607283167554169
744822125,8.159024457871432
744822125,6.7448362716303265
744822125,8.223054903726435
744822125,5.678732784526899
744822125,6.1302188884615285
744822125,1.8019488145896032
744822125,4.905596675545255
744822125,4.046505196874449
