trip_id,dest_taz,rand,prob,pick_count
387286909,724,0.10573218399057849,0.0026748573174355957,1
387286909,1250,0.9171699565863215,0.014538594882430334,2
387286909,1161,0.7971194508967694,0.016781554353183813,1
387286909,1122,0.6684475687435344,0.045488524629399466,3
387286909,729,0.1110134508975189,0.0032324056168208395,1
387286909,796,0.30314693771969914,0.011075592693520679,1
387286909,33,0.02157860379648746,0.00016906798706177193,1
387286909,110,0.034220980621796904,6.897960049932906e-05,1
387286909,848,0.36658494845339784,0.004255208549507836,2
387286909,1123,0.6945527888635917,0.01366591640255941,1
387286909,744,0.2251432819275967,0.0035354327345034397,1
387286909,1014,0.5050629049125495,0.007921564783998017,1
387286909,732,0.13150966850028356,0.010845079237900483,1
387286909,730,0.1199946199621379,0.011588055630046378,1
387286909,1118,0.6115106179412998,0.006535181263047493,1
387286909,1280,0.9797249452448326,0.0054348411184974394,1
387286909,819,0.3379288163055163,0.0021411921074024677,1
387286909,728,0.10879824127010085,0.0008215815988544747,1
387286909,1274,0.9762020886212996,0.0009361200414851202,1
387286909,1246,0.908118890862821,0.012264626403112952,1
387286909,1121,0.6328023063434304,0.0206310764688302,2
387286909,863,0.3859808234735692,0.006319616369574049,1
387286909,752,0.2411854120180299,0.006184821353340685,1
387286909,1050,0.5321180343673608,0.00121492198483379,1
387286909,1431,0.998153607086215,3.710209378736395e-05,1
